pollster,numeric_grade,state,candidate_name,party,pct,sample_size,population,start_date,end_date,national_poll,recent_poll
AtlasIntel,2.7,Pennsylvania,Kamala Harris,DEM,48,1775,Voters,2024-09-20,2024-09-25,0,Older
AtlasIntel,2.7,Pennsylvania,Donald Trump,REP,50.6,1775,Voters,2024-09-20,2024-09-25,0,Older
AtlasIntel,2.7,Pennsylvania,Kamala Harris,DEM,48.1,1775,Voters,2024-09-20,2024-09-25,0,Older
AtlasIntel,2.7,Pennsylvania,Donald Trump,REP,51,1775,Voters,2024-09-20,2024-09-25,0,Older
AtlasIntel,2.7,Wisconsin,Kamala Harris,DEM,48.2,1077,Voters,2024-09-20,2024-09-25,0,Older
AtlasIntel,2.7,Wisconsin,Donald Trump,REP,49.6,1077,Voters,2024-09-20,2024-09-25,0,Older
AtlasIntel,2.7,Wisconsin,Kamala Harris,DEM,48.2,1077,Voters,2024-09-20,2024-09-25,0,Older
AtlasIntel,2.7,Wisconsin,Donald Trump,REP,49.7,1077,Voters,2024-09-20,2024-09-25,0,Older
AtlasIntel,2.7,North Carolina,Kamala Harris,DEM,50.8,1173,Voters,2024-09-20,2024-09-25,0,Older
AtlasIntel,2.7,North Carolina,Donald Trump,REP,47.3,1173,Voters,2024-09-20,2024-09-25,0,Older
AtlasIntel,2.7,North Carolina,Kamala Harris,DEM,50.5,1173,Voters,2024-09-20,2024-09-25,0,Older
AtlasIntel,2.7,North Carolina,Donald Trump,REP,48.1,1173,Voters,2024-09-20,2024-09-25,0,Older
AtlasIntel,2.7,Georgia,Kamala Harris,DEM,49,1200,Voters,2024-09-20,2024-09-25,0,Older
AtlasIntel,2.7,Georgia,Donald Trump,REP,49.3,1200,Voters,2024-09-20,2024-09-25,0,Older
AtlasIntel,2.7,Georgia,Kamala Harris,DEM,49,1200,Voters,2024-09-20,2024-09-25,0,Older
AtlasIntel,2.7,Georgia,Donald Trump,REP,49.6,1200,Voters,2024-09-20,2024-09-25,0,Older
Morning Consult,1.9,Arizona,Kamala Harris,DEM,49,977,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,46,977,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Arizona,Kamala Harris,DEM,50,977,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,47,977,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Arizona,Kamala Harris,DEM,49,926,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,46,926,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Arizona,Kamala Harris,DEM,50,926,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,47,926,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Georgia,Kamala Harris,DEM,48,989,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,47,989,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Georgia,Kamala Harris,DEM,48,989,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,47,989,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Georgia,Kamala Harris,DEM,48,913,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,48,913,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Georgia,Kamala Harris,DEM,49,913,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,49,913,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Michigan,Kamala Harris,DEM,49,894,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,45,894,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Michigan,Kamala Harris,DEM,49,894,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,47,894,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Michigan,Kamala Harris,DEM,50,800,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,46,800,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Michigan,Kamala Harris,DEM,50,800,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,47,800,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Nevada,Kamala Harris,DEM,46,574,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,44,574,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Nevada,Kamala Harris,DEM,49,574,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,45,574,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Nevada,Kamala Harris,DEM,50,516,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,44,516,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Nevada,Kamala Harris,DEM,52,516,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,45,516,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,North Carolina,Kamala Harris,DEM,48,889,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,46,889,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,North Carolina,Kamala Harris,DEM,50,889,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,47,889,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,North Carolina,Kamala Harris,DEM,49,828,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,47,828,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,North Carolina,Kamala Harris,DEM,50,828,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,48,828,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Pennsylvania,Kamala Harris,DEM,50,993,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,44,993,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Pennsylvania,Kamala Harris,DEM,49,993,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,46,993,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Pennsylvania,Kamala Harris,DEM,51,924,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,45,924,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Pennsylvania,Kamala Harris,DEM,51,924,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,46,924,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Wisconsin,Kamala Harris,DEM,49,849,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,47,849,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Wisconsin,Kamala Harris,DEM,50,849,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,48,849,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Wisconsin,Kamala Harris,DEM,50,785,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,47,785,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Wisconsin,Kamala Harris,DEM,51,785,Voters,2024-09-19,2024-09-25,0,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,48,785,Voters,2024-09-19,2024-09-25,0,Older
Virginia Commonwealth U.,2.1,Virginia,Kamala Harris,DEM,43,832,Adults,2024-09-16,2024-09-25,0,Older
Virginia Commonwealth U.,2.1,Virginia,Donald Trump,REP,37,832,Adults,2024-09-16,2024-09-25,0,Older
Virginia Commonwealth U.,2.1,Virginia,Kamala Harris,DEM,47.4,762,Voters,2024-09-16,2024-09-25,0,Older
Virginia Commonwealth U.,2.1,Virginia,Donald Trump,REP,36.6,762,Voters,2024-09-16,2024-09-25,0,Older
Emerson,2.9,Texas,Kamala Harris,DEM,46.7,950,Voters,2024-09-22,2024-09-24,0,Older
Emerson,2.9,Texas,Donald Trump,REP,52.3,950,Voters,2024-09-22,2024-09-24,0,Older
Emerson,2.9,Virginia,Kamala Harris,DEM,52.7,860,Voters,2024-09-22,2024-09-24,0,Older
Emerson,2.9,Virginia,Donald Trump,REP,46.2,860,Voters,2024-09-22,2024-09-24,0,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,51,11167,Voters,2024-09-22,2024-09-24,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,45,11167,Voters,2024-09-22,2024-09-24,1,Older
YouGov,3,NA,Kamala Harris,DEM,47,1424,Voters,2024-09-21,2024-09-24,1,Older
YouGov,3,NA,Donald Trump,REP,44,1424,Voters,2024-09-21,2024-09-24,1,Older
YouGov,3,NA,Kamala Harris,DEM,49,1220,Voters,2024-09-21,2024-09-24,1,Older
YouGov,3,NA,Donald Trump,REP,46,1220,Voters,2024-09-21,2024-09-24,1,Older
YouGov,3,Georgia,Kamala Harris,DEM,49,1441,Voters,2024-09-20,2024-09-24,0,Older
YouGov,3,Georgia,Donald Trump,REP,51,1441,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Arizona,Kamala Harris,DEM,47,1021,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Arizona,Donald Trump,REP,49,1021,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Arizona,Kamala Harris,DEM,47,764,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Arizona,Donald Trump,REP,50,764,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Arizona,Kamala Harris,DEM,48,1021,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Arizona,Donald Trump,REP,50,1021,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Arizona,Kamala Harris,DEM,48,764,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Arizona,Donald Trump,REP,51,764,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Georgia,Kamala Harris,DEM,49,1006,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Georgia,Donald Trump,REP,47,1006,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Georgia,Kamala Harris,DEM,50,707,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Georgia,Donald Trump,REP,48,707,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Georgia,Kamala Harris,DEM,51,1006,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Georgia,Donald Trump,REP,48,1006,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Georgia,Kamala Harris,DEM,51,707,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Georgia,Donald Trump,REP,48,707,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,North Carolina,Kamala Harris,DEM,47,787,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,North Carolina,Donald Trump,REP,49,787,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,North Carolina,Kamala Harris,DEM,48,991,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,North Carolina,Donald Trump,REP,47,991,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,North Carolina,Kamala Harris,DEM,49,787,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,North Carolina,Donald Trump,REP,50,787,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,North Carolina,Kamala Harris,DEM,50,991,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,North Carolina,Donald Trump,REP,48,991,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,DEM,47,775,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,48,775,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,DEM,48,1021,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,46,1021,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,DEM,49,775,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,49,775,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,DEM,50,1021,Voters,2024-09-20,2024-09-24,0,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,48,1021,Voters,2024-09-20,2024-09-24,0,Older
Marist,2.9,Arizona,Kamala Harris,DEM,48,1416,Voters,2024-09-19,2024-09-24,0,Older
Marist,2.9,Arizona,Donald Trump,REP,50,1416,Voters,2024-09-19,2024-09-24,0,Older
Marist,2.9,Arizona,Kamala Harris,DEM,49,1264,Voters,2024-09-19,2024-09-24,0,Older
Marist,2.9,Arizona,Donald Trump,REP,50,1264,Voters,2024-09-19,2024-09-24,0,Older
Marist,2.9,North Carolina,Kamala Harris,DEM,49,1507,Voters,2024-09-19,2024-09-24,0,Older
Marist,2.9,North Carolina,Donald Trump,REP,48,1507,Voters,2024-09-19,2024-09-24,0,Older
Marist,2.9,North Carolina,Kamala Harris,DEM,49,1348,Voters,2024-09-19,2024-09-24,0,Older
Marist,2.9,North Carolina,Donald Trump,REP,49,1348,Voters,2024-09-19,2024-09-24,0,Older
Marist,2.9,Georgia,Kamala Harris,DEM,49,1420,Voters,2024-09-19,2024-09-24,0,Older
Marist,2.9,Georgia,Donald Trump,REP,48,1420,Voters,2024-09-19,2024-09-24,0,Older
Marist,2.9,Georgia,Kamala Harris,DEM,49,1220,Voters,2024-09-19,2024-09-24,0,Older
Marist,2.9,Georgia,Donald Trump,REP,50,1220,Voters,2024-09-19,2024-09-24,0,Older
Suffolk,2.9,Arizona,Kamala Harris,DEM,42.4,500,Voters,2024-09-19,2024-09-24,0,Older
Suffolk,2.9,Arizona,Donald Trump,REP,48.4,500,Voters,2024-09-19,2024-09-24,0,Older
Clarity,1.6,NA,Kamala Harris,DEM,51,1000,Voters,2024-09-19,2024-09-24,1,Older
Clarity,1.6,NA,Donald Trump,REP,44,1000,Voters,2024-09-19,2024-09-24,1,Older
Clarity,1.6,NA,Kamala Harris,DEM,58,1000,Voters,2024-09-19,2024-09-24,1,Older
Fabrizio/Impact,1.7,Pennsylvania,Kamala Harris,DEM,49,600,Voters,2024-09-17,2024-09-24,0,Older
Fabrizio/Impact,1.7,Pennsylvania,Donald Trump,REP,47,600,Voters,2024-09-17,2024-09-24,0,Older
Fabrizio/Impact,1.7,Pennsylvania,Kamala Harris,DEM,50,600,Voters,2024-09-17,2024-09-24,0,Older
Fabrizio/Impact,1.7,Pennsylvania,Donald Trump,REP,47,600,Voters,2024-09-17,2024-09-24,0,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,51,11157,Voters,2024-09-21,2024-09-23,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,45,11157,Voters,2024-09-21,2024-09-23,1,Older
SurveyUSA,2.8,Nebraska,Kamala Harris,DEM,40,558,Voters,2024-09-20,2024-09-23,0,Older
SurveyUSA,2.8,Nebraska,Donald Trump,REP,56,558,Voters,2024-09-20,2024-09-23,0,Older
HarrisX,1.5,NA,Kamala Harris,DEM,52,1011,Voters,2024-09-20,2024-09-23,1,Older
HarrisX,1.5,NA,Donald Trump,REP,48,1011,Voters,2024-09-20,2024-09-23,1,Older
HarrisX,1.5,NA,Kamala Harris,DEM,50,1011,Voters,2024-09-20,2024-09-23,1,Older
HarrisX,1.5,NA,Donald Trump,REP,46,1011,Voters,2024-09-20,2024-09-23,1,Older
Monmouth,2.9,Pennsylvania,Kamala Harris,DEM,47,654,Voters,2024-09-19,2024-09-23,0,Older
Monmouth,2.9,Pennsylvania,Donald Trump,REP,45,654,Voters,2024-09-19,2024-09-23,0,Older
University of Maryland/Washington Post,2.5,Maryland,Kamala Harris,DEM,63,1012,Voters,2024-09-19,2024-09-23,0,Older
University of Maryland/Washington Post,2.5,Maryland,Donald Trump,REP,31,1012,Voters,2024-09-19,2024-09-23,0,Older
University of Maryland/Washington Post,2.5,Maryland,Kamala Harris,DEM,64,1012,Voters,2024-09-19,2024-09-23,0,Older
University of Maryland/Washington Post,2.5,Maryland,Donald Trump,REP,32,1012,Voters,2024-09-19,2024-09-23,0,Older
University of Maryland/Washington Post,2.5,Maryland,Kamala Harris,DEM,61,1012,Voters,2024-09-19,2024-09-23,0,Older
University of Maryland/Washington Post,2.5,Maryland,Donald Trump,REP,31,1012,Voters,2024-09-19,2024-09-23,0,Older
University of Maryland/Washington Post,2.5,Maryland,Kamala Harris,DEM,62,1012,Voters,2024-09-19,2024-09-23,0,Older
University of Maryland/Washington Post,2.5,Maryland,Donald Trump,REP,32,1012,Voters,2024-09-19,2024-09-23,0,Older
RMG Research,2.3,Wisconsin,Kamala Harris,DEM,50,788,Voters,2024-09-17,2024-09-23,0,Older
RMG Research,2.3,Wisconsin,Donald Trump,REP,49,788,Voters,2024-09-17,2024-09-23,0,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,50,11057,Voters,2024-09-20,2024-09-22,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,45,11057,Voters,2024-09-20,2024-09-22,1,Older
Ipsos,2.8,NA,Kamala Harris,DEM,46.61,871,Voters,2024-09-20,2024-09-22,1,Older
Ipsos,2.8,NA,Donald Trump,REP,40.48,871,Voters,2024-09-20,2024-09-22,1,Older
Ipsos,2.8,NA,Kamala Harris,DEM,50,785,Voters,2024-09-20,2024-09-22,1,Older
Ipsos,2.8,NA,Donald Trump,REP,44,785,Voters,2024-09-20,2024-09-22,1,Older
Ipsos,2.8,NA,Kamala Harris,DEM,42,1029,Adults,2024-09-20,2024-09-22,1,Older
Ipsos,2.8,NA,Donald Trump,REP,38,1029,Adults,2024-09-20,2024-09-22,1,Older
CNN/SSRS,2.8,NA,Kamala Harris,DEM,48,2074,Voters,2024-09-19,2024-09-22,1,Older
CNN/SSRS,2.8,NA,Donald Trump,REP,47,2074,Voters,2024-09-19,2024-09-22,1,Older
CNN/SSRS,2.8,NA,Kamala Harris,DEM,47,2074,Voters,2024-09-19,2024-09-22,1,Older
CNN/SSRS,2.8,NA,Donald Trump,REP,47,2074,Voters,2024-09-19,2024-09-22,1,Older
Quinnipiac,2.8,NA,Kamala Harris,DEM,47,1728,Voters,2024-09-19,2024-09-22,1,Older
Quinnipiac,2.8,NA,Donald Trump,REP,48,1728,Voters,2024-09-19,2024-09-22,1,Older
Quinnipiac,2.8,NA,Kamala Harris,DEM,48,1728,Voters,2024-09-19,2024-09-22,1,Older
Quinnipiac,2.8,NA,Donald Trump,REP,48,1728,Voters,2024-09-19,2024-09-22,1,Older
Susquehanna,2.3,Pennsylvania,Kamala Harris,DEM,46,700,Voters,2024-09-16,2024-09-22,0,Older
Susquehanna,2.3,Pennsylvania,Donald Trump,REP,46,700,Voters,2024-09-16,2024-09-22,0,Older
Slingshot Strategies,1.4,Delaware,Kamala Harris,DEM,54,500,Voters,2024-09-19,2024-09-21,0,Older
Slingshot Strategies,1.4,Delaware,Donald Trump,REP,37,500,Voters,2024-09-19,2024-09-21,0,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,50,10840,Voters,2024-09-19,2024-09-21,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,45,10840,Voters,2024-09-19,2024-09-21,1,Older
Siena/NYT,3,Arizona,Kamala Harris,DEM,45,713,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,Arizona,Donald Trump,REP,49,713,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,Arizona,Kamala Harris,DEM,45,713,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,Arizona,Donald Trump,REP,50,713,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,Arizona,Kamala Harris,DEM,42,713,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,Arizona,Donald Trump,REP,47,713,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,Arizona,Kamala Harris,DEM,43,713,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,Arizona,Donald Trump,REP,48,713,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,Georgia,Kamala Harris,DEM,44,682,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,Georgia,Donald Trump,REP,48,682,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,Georgia,Kamala Harris,DEM,45,682,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,Georgia,Donald Trump,REP,49,682,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,Georgia,Kamala Harris,DEM,43,682,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,Georgia,Donald Trump,REP,46,682,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,Georgia,Kamala Harris,DEM,44,682,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,Georgia,Donald Trump,REP,47,682,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,North Carolina,Kamala Harris,DEM,47,682,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,North Carolina,Donald Trump,REP,48,682,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,North Carolina,Kamala Harris,DEM,47,682,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,North Carolina,Donald Trump,REP,49,682,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,North Carolina,Kamala Harris,DEM,46,682,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,North Carolina,Donald Trump,REP,46,682,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,North Carolina,Kamala Harris,DEM,45,682,Voters,2024-09-17,2024-09-21,0,Older
Siena/NYT,3,North Carolina,Donald Trump,REP,47,682,Voters,2024-09-17,2024-09-21,0,Older
YouGov,3,NA,Kamala Harris,DEM,52,3129,Voters,2024-09-18,2024-09-20,1,Older
YouGov,3,NA,Donald Trump,REP,48,3129,Voters,2024-09-18,2024-09-20,1,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,49,10539,Voters,2024-09-18,2024-09-20,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,10539,Voters,2024-09-18,2024-09-20,1,Older
RMG Research,2.3,Ohio,Kamala Harris,DEM,43,781,Voters,2024-09-18,2024-09-20,0,Older
RMG Research,2.3,Ohio,Donald Trump,REP,54,781,Voters,2024-09-18,2024-09-20,0,Older
RMG Research,2.3,Pennsylvania,Kamala Harris,DEM,49,783,Voters,2024-09-18,2024-09-20,0,Older
RMG Research,2.3,Pennsylvania,Donald Trump,REP,49,783,Voters,2024-09-18,2024-09-20,0,Older
Meredith College,1.6,North Carolina,Kamala Harris,DEM,48,802,Voters,2024-09-18,2024-09-20,0,Older
Meredith College,1.6,North Carolina,Donald Trump,REP,48,802,Voters,2024-09-18,2024-09-20,0,Older
Embold Research,1.4,Rhode Island,Kamala Harris,DEM,52,876,Voters,2024-09-16,2024-09-20,0,Older
Embold Research,1.4,Rhode Island,Donald Trump,REP,38,876,Voters,2024-09-16,2024-09-20,0,Older
Remington,2.6,Michigan,Kamala Harris,DEM,49,800,Voters,2024-09-16,2024-09-20,0,Older
Remington,2.6,Michigan,Donald Trump,REP,47,800,Voters,2024-09-16,2024-09-20,0,Older
Remington,2.6,Nevada,Kamala Harris,DEM,48,800,Voters,2024-09-16,2024-09-20,0,Older
Remington,2.6,Nevada,Donald Trump,REP,49,800,Voters,2024-09-16,2024-09-20,0,Older
Remington,2.6,Pennsylvania,Kamala Harris,DEM,47,800,Voters,2024-09-16,2024-09-20,0,Older
Remington,2.6,Pennsylvania,Donald Trump,REP,48,800,Voters,2024-09-16,2024-09-20,0,Older
Remington,2.6,Wisconsin,Kamala Harris,DEM,48,800,Voters,2024-09-16,2024-09-20,0,Older
Remington,2.6,Wisconsin,Donald Trump,REP,48,800,Voters,2024-09-16,2024-09-20,0,Older
Remington,2.6,Montana,Kamala Harris,DEM,39,800,Voters,2024-09-16,2024-09-20,0,Older
Remington,2.6,Montana,Donald Trump,REP,56,800,Voters,2024-09-16,2024-09-20,0,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,50,10528,Voters,2024-09-17,2024-09-19,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,10528,Voters,2024-09-17,2024-09-19,1,Older
Change Research,1.4,NA,Kamala Harris,DEM,48,1600,Voters,2024-09-17,2024-09-19,1,Older
Change Research,1.4,NA,Donald Trump,REP,47,1600,Voters,2024-09-17,2024-09-19,1,Older
RMG Research,2.3,NA,Kamala Harris,DEM,50,2969,Voters,2024-09-16,2024-09-19,1,Older
RMG Research,2.3,NA,Donald Trump,REP,48,2969,Voters,2024-09-16,2024-09-19,1,Older
Redfield & Wilton Strategies,1.8,Arizona,Kamala Harris,DEM,47,789,Voters,2024-09-16,2024-09-19,0,Older
Redfield & Wilton Strategies,1.8,Arizona,Donald Trump,REP,47,789,Voters,2024-09-16,2024-09-19,0,Older
Redfield & Wilton Strategies,1.8,Florida,Kamala Harris,DEM,45,1602,Voters,2024-09-16,2024-09-19,0,Older
Redfield & Wilton Strategies,1.8,Florida,Donald Trump,REP,50,1602,Voters,2024-09-16,2024-09-19,0,Older
Redfield & Wilton Strategies,1.8,Michigan,Kamala Harris,DEM,46,993,Voters,2024-09-16,2024-09-19,0,Older
Redfield & Wilton Strategies,1.8,Michigan,Donald Trump,REP,45,993,Voters,2024-09-16,2024-09-19,0,Older
Redfield & Wilton Strategies,1.8,Minnesota,Kamala Harris,DEM,50,703,Voters,2024-09-16,2024-09-19,0,Older
Redfield & Wilton Strategies,1.8,Minnesota,Donald Trump,REP,44,703,Voters,2024-09-16,2024-09-19,0,Older
Redfield & Wilton Strategies,1.8,Nevada,Kamala Harris,DEM,45,652,Voters,2024-09-16,2024-09-19,0,Older
Redfield & Wilton Strategies,1.8,Nevada,Donald Trump,REP,45,652,Voters,2024-09-16,2024-09-19,0,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Kamala Harris,DEM,47,1086,Voters,2024-09-16,2024-09-19,0,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Donald Trump,REP,47,1086,Voters,2024-09-16,2024-09-19,0,Older
Redfield & Wilton Strategies,1.8,Wisconsin,Kamala Harris,DEM,47,600,Voters,2024-09-16,2024-09-19,0,Older
Redfield & Wilton Strategies,1.8,Wisconsin,Donald Trump,REP,47,600,Voters,2024-09-16,2024-09-19,0,Older
Redfield & Wilton Strategies,1.8,Georgia,Kamala Harris,DEM,46,1043,Voters,2024-09-16,2024-09-19,0,Older
Redfield & Wilton Strategies,1.8,Georgia,Donald Trump,REP,48,1043,Voters,2024-09-16,2024-09-19,0,Older
