date,traffctl,visibility,light,rdsfcond,acclass,speeding,ag_driv,alcohol,disability
2010-01-29,No Control,Clear,Dim Light,Dry,Non-Fatal Injury,None,None,None,None
2010-01-29,No Control,Clear,Dim Light,Dry,Non-Fatal Injury,None,None,None,None
2010-01-29,No Control,Clear,Dim Light,Dry,Non-Fatal Injury,None,None,None,None
2010-01-29,No Control,Clear,Dim Light,Dry,Non-Fatal Injury,None,None,None,None
2010-01-30,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-01-30,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-01-31,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-01-31,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-02-03,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-02-03,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-02-03,No Control,Disturbed,Dark,Others,Non-Fatal Injury,None,None,None,None
2010-02-03,No Control,Disturbed,Dark,Others,Non-Fatal Injury,None,None,None,None
2010-02-04,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-02-04,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-02-04,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-02-04,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-02-06,No Control,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,None,None
2010-02-06,No Control,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,None,None
2010-02-06,No Control,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,None,None
2010-02-06,No Control,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,None,None
2010-02-08,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-02-08,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-02-10,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-02-10,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-02-10,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-02-10,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-02-11,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-02-11,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-02-11,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-02-12,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-02-12,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-02-12,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-02-13,Others,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-02-13,Others,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-02-13,Others,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-02-15,Traffic Signal,Clear,Dark,Dry,Fatal,None,None,None,None
2010-02-15,Traffic Signal,Clear,Dark,Dry,Fatal,None,None,None,None
2010-02-15,Traffic Signal,Clear,Dark,Dry,Fatal,None,None,None,None
2010-02-15,Traffic Signal,Clear,Dark,Dry,Fatal,None,None,None,None
2010-02-15,Traffic Signal,Clear,Dark,Dry,Fatal,None,None,None,None
2010-02-15,Traffic Signal,Clear,Dark,Dry,Fatal,None,None,None,None
2010-02-15,Traffic Signal,Clear,Dark,Dry,Fatal,None,None,None,None
2010-02-15,Traffic Signal,Clear,Dark,Dry,Fatal,None,None,None,None
2010-02-17,Traffic Signal,Disturbed,Daylight,Wet,Non-Fatal Injury,None,Yes,None,None
2010-02-17,Traffic Signal,Disturbed,Daylight,Wet,Non-Fatal Injury,None,Yes,None,None
2010-02-17,Traffic Signal,Disturbed,Daylight,Wet,Non-Fatal Injury,None,Yes,None,None
2010-02-18,No Control,Clear,Dark,Wet,Fatal,Yes,Yes,None,None
2010-02-18,No Control,Clear,Dark,Wet,Fatal,Yes,Yes,None,None
2010-02-18,No Control,Clear,Dark,Wet,Fatal,Yes,Yes,None,None
2010-02-18,No Control,Clear,Dark,Wet,Fatal,Yes,Yes,None,None
2010-02-18,No Control,Clear,Dark,Wet,Fatal,Yes,Yes,None,None
2010-02-18,No Control,Clear,Dark,Wet,Fatal,Yes,Yes,None,None
2010-02-18,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-02-18,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-02-19,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-02-19,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-02-20,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-02-20,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-02-20,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-02-20,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-02-24,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-02-24,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-02-24,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-02-24,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-02-27,Traffic Signal,Disturbed,Dark,Others,Non-Fatal Injury,Yes,Yes,Yes,None
2010-02-27,Traffic Signal,Disturbed,Dark,Others,Non-Fatal Injury,Yes,Yes,Yes,None
2010-02-27,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-02-27,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-02-27,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-02-28,No Control,Clear,Dark,Dry,Fatal,Yes,Yes,None,None
2010-02-28,No Control,Clear,Dark,Dry,Fatal,Yes,Yes,None,None
2010-03-01,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-01,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-01,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-01,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-01,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-01,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-01,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-01,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-01,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-01,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-01,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-01,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,Yes,None
2010-03-01,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,Yes,None
2010-03-01,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,Yes,None
2010-03-02,No Control,Clear,Daylight,Dry,Fatal,None,None,None,None
2010-03-02,No Control,Clear,Daylight,Dry,Fatal,None,None,None,None
2010-03-02,No Control,Clear,Daylight,Dry,Fatal,None,None,None,None
2010-03-04,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-04,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-04,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-05,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-03-05,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-03-08,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-08,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-08,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-08,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-08,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-08,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-09,No Control,Clear,Daylight,Dry,Fatal,None,None,None,None
2010-03-09,No Control,Clear,Daylight,Dry,Fatal,None,None,None,None
2010-03-09,No Control,Clear,Daylight,Dry,Fatal,None,None,None,None
2010-03-09,No Control,Clear,Daylight,Dry,Fatal,None,None,None,None
2010-03-12,No Control,Clear,Dark,Dry,Fatal,Yes,Yes,None,None
2010-03-12,No Control,Clear,Dark,Dry,Fatal,Yes,Yes,None,None
2010-03-12,No Control,Clear,Dark,Dry,Fatal,Yes,Yes,None,None
2010-03-12,No Control,Clear,Dark,Dry,Fatal,Yes,Yes,None,None
2010-03-12,Traffic Signal,Disturbed,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2010-03-12,Traffic Signal,Disturbed,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2010-03-15,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-03-15,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-03-15,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-03-15,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-03-16,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-16,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-17,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-17,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-17,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-17,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-03-17,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-03-19,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-03-19,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-03-19,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-03-19,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-03-19,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-03-19,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-03-19,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-03-19,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-03-21,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-21,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-22,Traffic Signal,Disturbed,Dark,Wet,Non-Fatal Injury,None,None,None,None
2010-03-22,Traffic Signal,Disturbed,Dark,Wet,Non-Fatal Injury,None,None,None,None
2010-03-22,Traffic Signal,Disturbed,Dark,Wet,Non-Fatal Injury,None,None,None,None
2010-03-23,Others,Disturbed,Dark,Wet,Non-Fatal Injury,None,None,None,None
2010-03-23,Others,Disturbed,Dark,Wet,Non-Fatal Injury,None,None,None,None
2010-03-24,No Control,Clear,Dark,Wet,Non-Fatal Injury,None,None,None,None
2010-03-24,No Control,Clear,Dark,Wet,Non-Fatal Injury,None,None,None,None
2010-03-24,No Control,Clear,Dark,Wet,Non-Fatal Injury,None,None,None,None
2010-03-24,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-24,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-24,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-24,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-24,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-24,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-24,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-24,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-24,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-24,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-24,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-24,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-24,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-03-27,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-03-27,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-04-03,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,Yes,None
2010-04-03,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,Yes,None
2010-04-03,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,Yes,None
2010-04-03,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,Yes,None
2010-04-03,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,Yes,None
2010-04-03,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,Yes,None
2010-04-03,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,Yes,None
2010-04-03,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,Yes,None
2010-04-04,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-04-04,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-04-04,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-04-05,Others,Clear,Dim Light,Dry,Non-Fatal Injury,None,None,None,None
2010-04-05,Others,Clear,Dim Light,Dry,Non-Fatal Injury,None,None,None,None
2010-04-07,No Control,Disturbed,Daylight,Wet,Non-Fatal Injury,None,Yes,None,None
2010-04-07,No Control,Disturbed,Daylight,Wet,Non-Fatal Injury,None,Yes,None,None
2010-04-07,No Control,Disturbed,Daylight,Wet,Non-Fatal Injury,None,Yes,None,None
2010-04-07,No Control,Disturbed,Daylight,Wet,Non-Fatal Injury,None,Yes,None,None
2010-04-07,No Control,Disturbed,Daylight,Wet,Non-Fatal Injury,None,Yes,None,None
2010-04-07,No Control,Disturbed,Daylight,Wet,Non-Fatal Injury,None,Yes,None,None
2010-04-07,No Control,Disturbed,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2010-04-07,No Control,Disturbed,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2010-04-09,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,Yes
2010-04-09,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,Yes
2010-04-09,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,Yes
2010-04-09,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,Yes
2010-04-10,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-04-10,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-04-10,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-10,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-10,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-12,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-04-12,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-04-12,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-04-13,Traffic Signal,Clear,Dim Light,Dry,Fatal,None,Yes,None,Yes
2010-04-13,Traffic Signal,Clear,Dim Light,Dry,Fatal,None,Yes,None,Yes
2010-04-13,Traffic Signal,Clear,Dim Light,Dry,Fatal,None,Yes,None,Yes
2010-04-13,Traffic Signal,Clear,Dim Light,Dry,Fatal,None,Yes,None,Yes
2010-04-14,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-14,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-14,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-14,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-14,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-15,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-15,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-15,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-15,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-15,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-15,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-16,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-04-16,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-04-16,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-04-18,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-04-18,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-04-18,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-04-20,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-04-20,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-04-20,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-04-21,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-21,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-21,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-04-21,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-04-22,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,Yes,None
2010-04-22,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,Yes,None
2010-04-24,No Control,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,None,None
2010-04-24,No Control,Clear,Dark,Dry,Non-Fatal Injury,Yes,Yes,None,None
2010-04-25,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-04-25,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-04-25,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-04-25,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-04-25,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-04-25,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-04-26,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-26,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-26,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-27,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-04-27,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-04-27,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-04-27,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-04-27,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-04-27,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-04-27,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-04-27,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-04-28,No Control,Clear,Daylight,Others,Non-Fatal Injury,None,None,None,None
2010-04-29,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-29,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-29,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-29,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-29,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-29,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-30,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-30,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-04-30,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-05-01,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,Yes
2010-05-01,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-05-01,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-05-02,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,Yes
2010-05-05,No Control,Disturbed,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2010-05-05,No Control,Disturbed,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2010-05-05,No Control,Disturbed,Daylight,Wet,Non-Fatal Injury,None,None,None,None
2010-05-06,No Control,Clear,Daylight,Dry,Fatal,None,Yes,None,None
2010-05-06,No Control,Clear,Daylight,Dry,Fatal,None,Yes,None,None
2010-05-06,No Control,Clear,Daylight,Dry,Fatal,None,Yes,None,None
2010-05-06,No Control,Clear,Daylight,Dry,Fatal,None,Yes,None,None
2010-05-06,No Control,Clear,Daylight,Dry,Fatal,None,Yes,None,None
2010-05-11,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-05-11,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-05-11,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-05-11,Traffic Signal,Disturbed,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2010-05-11,Traffic Signal,Disturbed,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2010-05-12,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-05-12,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-05-12,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-05-12,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-05-13,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-05-13,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-05-13,No Control,Clear,Daylight,Dry,Fatal,None,None,None,None
2010-05-13,No Control,Clear,Daylight,Dry,Fatal,None,None,None,None
2010-05-13,No Control,Clear,Daylight,Dry,Fatal,None,None,None,None
2010-05-13,Traffic Signal,Disturbed,Daylight,Wet,Non-Fatal Injury,Yes,Yes,None,None
2010-05-13,Traffic Signal,Disturbed,Daylight,Wet,Non-Fatal Injury,Yes,Yes,None,None
2010-05-13,Traffic Signal,Disturbed,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2010-05-13,Traffic Signal,Disturbed,Dark,Wet,Non-Fatal Injury,None,Yes,None,None
2010-05-14,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-05-14,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-05-17,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Yes,Yes,None,None
2010-05-17,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Yes,Yes,None,None
2010-05-17,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Yes,Yes,None,None
2010-05-17,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Yes,Yes,None,None
2010-05-18,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-05-18,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-05-18,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-05-18,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-05-18,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-05-18,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-05-18,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-05-18,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-05-19,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-05-19,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-05-19,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-05-19,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-05-19,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-05-19,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-05-19,Others,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-05-20,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-05-20,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-05-20,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,Yes,None,None
2010-05-20,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-05-20,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-05-21,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-05-21,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-05-21,No Control,Clear,Daylight,Dry,Non-Fatal Injury,None,None,None,None
2010-05-23,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-05-23,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-05-23,No Control,Clear,Dark,Dry,Non-Fatal Injury,None,Yes,None,None
2010-05-24,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-05-24,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-05-24,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,None,None,None,None
2010-05-25,No Control,Clear,Daylight,Dry,Fatal,None,None,None,None
2010-05-25,No Control,Clear,Daylight,Dry,Fatal,None,None,None,None
